b_course,cc_name,cc_course
CHEM 3A + CHEM 3AL,San Diego Mesa College,CHEM 231 + CHEM 231L
CHEM 3A + CHEM 3AL,San Diego Miramar College,CHEM 231 + CHEM 231L
CHEM 3A + CHEM 3AL,San Jose City College,CHEM 012A
CHEM 3A + CHEM 3AL,Santa Ana College,CHEM 249
CHEM 3A + CHEM 3AL,Santa Barbara City College,CHEM 211 + CHEM 221
CHEM 3A + CHEM 3AL,Santa Monica College,CHEM 21
CHEM 3A + CHEM 3AL,Santa Rosa Junior College,CHEM 8 + CHEM 12A
CHEM 3A + CHEM 3AL,Santiago Canyon College,CHEM 280A
CHEM 3A + CHEM 3AL,Shasta College,CHEM 70 + CHEM 70A
CHEM 3A + CHEM 3AL,Sierra College,CHEM 12A
CHEM 3A + CHEM 3AL,Skyline College,CHEM 234 + CHEM 237
CHEM 3A + CHEM 3AL,Solano Community College,CHEM 003
CHEM 3A + CHEM 3AL,Southwestern College,CHEM 240
CHEM 3A + CHEM 3AL,Ventura College,CHEM V12A + CHEM V12AL
CHEM 3A + CHEM 3AL,West Los Angeles College,CHEM 211
CHEM 3A + CHEM 3AL,West Valley College,CHEM 012A
CHEM 3A + CHEM 3AL,Woodland Community College,CHEM 18A
CHEM 3A + CHEM 3AL,Yuba College,CHEM 18A
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,Berkeley City College,CHEM 12A + CHEM 12B
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,Cerritos College,CHEM 211 + CHEM 212
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,Cerro Coso Community College,CHEM C221 + CHEM C223 + CHEM C221 + CHEM C223H
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,East Los Angeles College,CHEM 211 + CHEM 212
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,Fullerton College,CHEM 211AF + CHEM 211BF
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,Hartnell College,CHM 12A + CHM 12B
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,Lake Tahoe Community College,CHM 221 + CHM 221L + CHM 222 + CHM 222L + CHM 223 + CHM 223L
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,Laney College,CHEM 12A + CHEM 12B
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,Mission College,CHM 012A + CHM 012B + CHM 012AH + CHM 012BH
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,Moorpark College,CHEM M07A + CHEM M07B
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,Palomar College,CHEM 220 + CHEM 221
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,San Joaquin Delta College,CHEM 12A + CHEM 12B
CHEM 3A + CHEM 3AL + CHEM 3B + CHEM 3BL,Victor Valley College,CHEM 281 + CHEM 282
CHEM 3B + CHEM 3BL,Allan Hancock College,CHEM 181
CHEM 3B + CHEM 3BL,American River College,CHEM 421
CHEM 3B + CHEM 3BL,Antelope Valley College,CHEM 220
CHEM 3B + CHEM 3BL,Bakersfield College,CHEM B30B
CHEM 3B + CHEM 3BL,Barstow Community College,CHEM 3B
CHEM 3B + CHEM 3BL,Butte College,CHEM 22
CHEM 3B + CHEM 3BL,Cabrillo College,CHEM 12B + CHEM 12BL
CHEM 3B + CHEM 3BL,Canada College,CHEM 232
CHEM 3B + CHEM 3BL,Chabot College,CHEM 12B
CHEM 3B + CHEM 3BL,Chaffey College,CHEM 76B
CHEM 3B + CHEM 3BL,Citrus College,CHEM 220 + CHEM 221L
CHEM 3B + CHEM 3BL,City College of San Francisco,CHEM 212B
CHEM 3B + CHEM 3BL,Clovis Community College,CHEM 28B + CHEM 29B
CHEM 3B + CHEM 3BL,Coastline Community College,CHEM C225 + CHEM C225L
CHEM 3B + CHEM 3BL,College of Marin,CHEM 232
CHEM 3B + CHEM 3BL,College of San Mateo,CHEM 232
CHEM 3B + CHEM 3BL,College of the Canyons,CHEM 256
CHEM 3B + CHEM 3BL,College of the Desert,CH 10B
CHEM 3B + CHEM 3BL,College of the Sequoias,CHEM 013
CHEM 3B + CHEM 3BL,Columbia College,CHEM 4B + CHEM 4BL
CHEM 3B + CHEM 3BL,Contra Costa College,CHEM 227
CHEM 3B + CHEM 3BL,Copper Mountain College,CH 010B
CHEM 3B + CHEM 3BL,Cosumnes River College,CHEM 421
CHEM 3B + CHEM 3BL,Crafton Hills College,CHEM 213
CHEM 3B + CHEM 3BL,Cuesta College,CHEM 212B
CHEM 3B + CHEM 3BL,Cuyamaca College,CHEM 232
CHEM 3B + CHEM 3BL,Cypress College,CHEM 211BC
CHEM 3B + CHEM 3BL,De Anza College,CHEM 12B + CHEM 12C
CHEM 3B + CHEM 3BL,Diablo Valley College,CHEM 227
CHEM 3B + CHEM 3BL,El Camino College,CHEM 7B
CHEM 3B + CHEM 3BL,Evergreen Valley College,CHEM 012B
CHEM 3B + CHEM 3BL,Folsom Lake College,CHEM 421
CHEM 3B + CHEM 3BL,Foothill College,CHEM 12B + CHEM 12BL + CHEM 12C + CHEM 12CL
CHEM 3B + CHEM 3BL,Fresno City College,CHEM 28B + CHEM 29B
CHEM 3B + CHEM 3BL,Gavilan College,CHEM 12B
CHEM 3B + CHEM 3BL,Glendale Community College,CHEM 106
CHEM 3B + CHEM 3BL,Golden West College,CHEM G225
CHEM 3B + CHEM 3BL,Grossmont College,CHEM 232 + CHEM 242 + CHEM 242L
CHEM 3B + CHEM 3BL,Imperial Valley College,CHEM 206
CHEM 3B + CHEM 3BL,Irvine Valley College,CHEM 12B
CHEM 3B + CHEM 3BL,Las Positas College,CHEM 12B
CHEM 3B + CHEM 3BL,Long Beach City College,CHEM 12B
CHEM 3B + CHEM 3BL,Los Angeles City College,CHEM 212
CHEM 3B + CHEM 3BL,Los Angeles Harbor College,CHEM 212
CHEM 3B + CHEM 3BL,Los Angeles Pierce College,CHEM 211 + CHEM 212
CHEM 3B + CHEM 3BL,Los Angeles Southwest College,CHEM 212
CHEM 3B + CHEM 3BL,Los Angeles Trade Technical College,CHEM 212
CHEM 3B + CHEM 3BL,Los Angeles Valley College,CHEM 212
CHEM 3B + CHEM 3BL,Los Medanos College,CHEM 029
CHEM 3B + CHEM 3BL,Madera Community College,CHEM 28B + CHEM 29B
CHEM 3B + CHEM 3BL,Mendocino College,CHM 255 + CHM 256
CHEM 3B + CHEM 3BL,Merced College,CHEM -13B + CHEM -13BL
CHEM 3B + CHEM 3BL,Merritt College,CHEM 12B
CHEM 3B + CHEM 3BL,MiraCosta College,CHEM 211 + CHEM 211H
CHEM 3B + CHEM 3BL,Modesto Junior College,CHEM 113 + CHEM 123
CHEM 3B + CHEM 3BL,Monterey Peninsula College,CHEM 12B
CHEM 3B + CHEM 3BL,Mount San Antonio College,CHEM 81
CHEM 3B + CHEM 3BL,Mt. San Jacinto College,CHEM- 113
CHEM 3B + CHEM 3BL,Napa Valley College,CHEM 241
CHEM 3B + CHEM 3BL,Norco College,CHE 12B
CHEM 3B + CHEM 3BL,Ohlone College,CHEM 112B
CHEM 3B + CHEM 3BL,Orange Coast College,CHEM A225 + CHEM A225L
CHEM 3B + CHEM 3BL,Oxnard College,CHEM R132
CHEM 3B + CHEM 3BL,Pasadena City College,CHEM 008B
CHEM 3B + CHEM 3BL,Reedley College,CHEM 28B + CHEM 29B
CHEM 3B + CHEM 3BL,Rio Hondo College,CHEM 231
CHEM 3B + CHEM 3BL,Riverside City College,CHE 12B
CHEM 3B + CHEM 3BL,Sacramento City College,CHEM 421
CHEM 3B + CHEM 3BL,Saddleback College,CHEM 12B
CHEM 3B + CHEM 3BL,San Bernardino Valley College,CHEM 213
CHEM 3B + CHEM 3BL,San Diego City College,CHEM 233 + CHEM 233L
CHEM 3B + CHEM 3BL,San Diego Mesa College,CHEM 233 + CHEM 233L
CHEM 3B + CHEM 3BL,San Diego Miramar College,CHEM 233 + CHEM 233L
CHEM 3B + CHEM 3BL,San Jose City College,CHEM 012B
CHEM 3B + CHEM 3BL,Santa Ana College,CHEM 259
CHEM 3B + CHEM 3BL,Santa Barbara City College,CHEM 212 + CHEM 222
CHEM 3B + CHEM 3BL,Santa Monica College,CHEM 22 + CHEM 24
CHEM 3B + CHEM 3BL,Santa Rosa Junior College,CHEM 12B
CHEM 3B + CHEM 3BL,Santiago Canyon College,CHEM 280B
CHEM 3B + CHEM 3BL,Shasta College,CHEM 71 + CHEM 71A
CHEM 3B + CHEM 3BL,Sierra College,CHEM 12B
CHEM 3B + CHEM 3BL,Skyline College,CHEM 235 + CHEM 238
CHEM 3B + CHEM 3BL,Solano Community College,CHEM 004
CHEM 3B + CHEM 3BL,Southwestern College,CHEM 242
CHEM 3B + CHEM 3BL,Ventura College,CHEM V12B + CHEM V12BL
CHEM 3B + CHEM 3BL,West Los Angeles College,CHEM 212
CHEM 3B + CHEM 3BL,West Valley College,CHEM 012B
CHEM 3B + CHEM 3BL,Woodland Community College,CHEM 18B
CHEM 3B + CHEM 3BL,Yuba College,CHEM 18B
CHICANO 20,Chaffey College,SOC 25
CHICANO 20,Compton College,HIST 112
CHICANO 20,Cypress College,ETHS 150 C
CHICANO 20,De Anza College,CHLX 11
CHICANO 20,Diablo Valley College,PSYCH 141
CHICANO 20,El Camino College,HIST 112
CHICANO 20,Fresno City College,CLS 11
CHICANO 20,Gavilan College,HIST 12
CHICANO 20,Los Angeles Pierce College,CHICANO 002
CHICANO 20,Ohlone College,CHS 101
CHICANO 20,Oxnard College,CHST R102
CHICANO 20,Saddleback College,ES 3
CHICANO 20,San Jose City College,ETH 030
CHICANO 40,Antelope Valley College,ENGL 256
CHICANO 40,Cabrillo College,ENGL 39
CHICANO 40,Chabot College,ENGL 22
CHICANO 40,Compton College,ENGL 242
CHICANO 40,Crafton Hills College,ENGL 163
CHICANO 40,De Anza College,CHLX 35
CHICANO 40,Diablo Valley College,ENGL 167
CHICANO 40,East Los Angeles College,CHICANO 037
CHICANO 40,El Camino College,ENGL 42
CHICANO 40,Fresno City College,CLS 21
CHICANO 40,Los Angeles Pierce College,CHICANO 037
CHICANO 40,Los Medanos College,ENGL 121
CHICANO 40,Modesto Junior College,ENGL 172
CHICANO 40,Mount San Antonio College,LIT 25
CHICANO 40,Ohlone College,CHS 106A
CHICANO 40,Oxnard College,ENGL R126
CHICANO 40,Porterville College,ENGL P112 + ENGL P113
CHICANO 40,Sacramento City College,ENGLT 335
CHICANO 40,Santa Ana College,ENGL 246
CHICANO 40,Santa Rosa Junior College,ENGL 33
CHICANO 40,Santiago Canyon College,ENGL 279
CHICANO 40,Ventura College,ENGL V34
CHICANO 50,Cabrillo College,HIST 21B
CHICANO 50,Chabot College,HIS 22
CHICANO 50,Chaffey College,HIST 70 + HIST 71 + SOC 25
CHICANO 50,City College of San Francisco,HIST 21
CHICANO 50,Coalinga College,HIST 032
CHICANO 50,College of Marin,ETST 121
CHICANO 50,Cypress College,ETHS 151 C + ETHS 152 C
CHICANO 50,De Anza College,CHLX 12
CHICANO 50,Diablo Valley College,HIST 125
CHICANO 50,East Los Angeles College,CHICANO 008
CHICANO 50,Glendale Community College,ETH S 120
CHICANO 50,Hartnell College,HIS 49A + HIS 49B
CHICANO 50,Los Angeles Trade Technical College,CHICANO 008
CHICANO 50,Los Medanos College,HIST 052
CHICANO 50,MiraCosta College,HIST 142
CHICANO 50,Mount San Antonio College,HIST 40
CHICANO 50,Oxnard College,HIST R107
CHICANO 50,Porterville College,HIST P119
CHICANO 50,Santa Ana College,HIST 124
CHICANO 50,Santa Barbara City College,CHST 102
CHICANO 50,Santa Monica College,HIST 43
CHICANO 50,Santa Rosa Junior College,HIST 26
CHICANO 50,Santiago Canyon College,HIST 124
CHICANO 50,Southwestern College,HIST 142
CHICANO 50,Ventura College,AES V22 + HIST V58
CHICANO 70,Cypress College,ETHS 153 C
CHICANO 70,Fresno City College,CLS 13
CHICANO 70,Hartnell College,ETH 5
CIV ENG 11,Chabot College,ENGR 15
CIV ENG 60,Cosumnes River College,ENGR 412
CIV ENG 60,Diablo Valley College,ENGIN 240
CIV ENG 60,Sacramento City College,ENGR 412
CIV ENG 70,American River College,GEOL 300 + GEOL 301
CIV ENG 70,De Anza College,GEOL 10
CIV ENG 70,Diablo Valley College,GEOL 120 + GEOL 122
CIV ENG 70,Folsom Lake College,GEOL 300 + GEOL 301
CIV ENG 70,Merritt College,GEOL 1
CIV ENG 70,Sacramento City College,GEOL 300 + GEOL 301
CIV ENG 70,Ventura College,GEOL V02 + GEOL V02L
CIV ENG C30,Allan Hancock College,ENGR 152 + ENGR 156
CIV ENG C30,Butte College,ENGR 8 + ENGR 45
CIV ENG C30,Cabrillo College,ENGR 35 + ENGR 40
CIV ENG C30,Cerritos College,ENGR 245
CIV ENG C30,Chabot College,ENGR 85
CIV ENG C30,College of the Canyons,ENGR 230 + ENGR 240 + ENGR 240 + ENGR 152 + ENGR 151 + ENGR 151L + ENGR 152
CIV ENG C30,Cuesta College,ENGR 252A + ENGR 252B
CIV ENG C30,Diablo Valley College,ENGIN 257
CIV ENG C30,Laney College,ENGIN 35 + ENGIN 36
CIV ENG C30,Los Angeles Harbor College,ENG GEN 131 + ENG GEN 241
CIV ENG C30,Moorpark College,ENGR M16
CIV ENG C30,Mount San Antonio College,ENGR 40 + ENGR 42
CIV ENG C30,Pasadena City College,ENGR 011 + ENGR 013
CIV ENG C30,San Diego City College,ENGE 200 + ENGE 210
CIV ENG C30,San Diego Mesa College,ENGE 200 + ENGE 210
COMPSCI 61A,College of San Mateo,CIS 117 + CIS 502
COMPSCI 61A,Evergreen Valley College,COMSC 078
COMPSCI 61A,Laney College,CIS 61
COMPSCI 61B,Allan Hancock College,CS 112
COMPSCI 61B,American River College,CISP 430
COMPSCI 61B,Bakersfield College,COMP B12
COMPSCI 61B,Berkeley City College,CIS 25 + CIS 27
COMPSCI 61B,Butte College,CSCI 21
COMPSCI 61B,Cabrillo College,CS 21
COMPSCI 61B,Canada College,CIS 252
COMPSCI 61B,Cerritos College,CIS 292
COMPSCI 61B,Chabot College,CSCI 20
COMPSCI 61B,Citrus College,CS 232
COMPSCI 61B,City College of San Francisco,CS 110C + CS 111C
COMPSCI 61B,Clovis Community College,CSCI 41
COMPSCI 61B,College of Marin,COMP 220
COMPSCI 61B,College of San Mateo,CIS 256 + CIS 279
COMPSCI 61B,College of the Canyons,CMPSCI 182 + CMPSCI 182L + CMPSCI 236
COMPSCI 61B,Contra Costa College,COMP 210
COMPSCI 61B,Cosumnes River College,CISP 430
COMPSCI 61B,Crafton Hills College,CSCI 230
COMPSCI 61B,Cypress College,CSCI 133 C + CIS 234 C
COMPSCI 61B,De Anza College,CIS 22C + CIS 22CH + CIS 26B
COMPSCI 61B,Diablo Valley College,COMSC 210
COMPSCI 61B,East Los Angeles College,MATH 273
COMPSCI 61B,El Camino College,CSCI 2 + CSCI 30
COMPSCI 61B,Evergreen Valley College,COMSC 076
COMPSCI 61B,Folsom Lake College,CISP 430
COMPSCI 61B,Foothill College,C S 1B + C S 1C + C S 2C
COMPSCI 61B,Fullerton College,CSCI 133 F
COMPSCI 61B,Glendale Community College,CS/IS 211 + CS/IS 212
COMPSCI 61B,Golden West College,CS G154 + CS G189
COMPSCI 61B,Hartnell College,CSS 2B
COMPSCI 61B,Irvine Valley College,CS 41
COMPSCI 61B,Laney College,CIS 25 + CIS 27
COMPSCI 61B,Las Positas College,CS 20
COMPSCI 61B,Los Angeles Harbor College,CS 136
COMPSCI 61B,Los Angeles Mission College,CS 136
COMPSCI 61B,Los Angeles Pierce College,CS 136 + CS 216 + CS 216 + CS 236
COMPSCI 61B,Los Angeles Valley College,CS 136 + CS 117
COMPSCI 61B,Los Medanos College,COMSC 132
COMPSCI 61B,Madera Community College,CSCI 41
COMPSCI 61B,Merritt College,CIS 33
COMPSCI 61B,MiraCosta College,CS 112 + CS 113
COMPSCI 61B,Mission College,CIS 044
COMPSCI 61B,Monterey Peninsula College,CSIS 10A + CSIS 10B
COMPSCI 61B,Moorpark College,CS M135
COMPSCI 61B,Moreno Valley College,CIS 17C + CIS 18C
COMPSCI 61B,Mount San Antonio College,CSCI 220 + CSCI 230
COMPSCI 61B,Mt. San Jacinto College,CSIS- 211
COMPSCI 61B,Norco College,CIS 17C + CIS 18C
COMPSCI 61B,Ohlone College,CS 124 + CS 116
COMPSCI 61B,Orange Coast College,CS A200 + CS A250
COMPSCI 61B,Palomar College,CSCI 210 + CSCI 222
COMPSCI 61B,Pasadena City College,CS 008 + CS 003B + CS 033 + CS 003C + CS 034
COMPSCI 61B,Reedley College,CSCI 41
COMPSCI 61B,Riverside City College,CIS 17C + CIS 18C
COMPSCI 61B,Sacramento City College,CISP 430
COMPSCI 61B,Saddleback College,CS 1D
COMPSCI 61B,San Joaquin Delta College,CSP 31B + CSP 26B + CSP 26A + CSP 26B
COMPSCI 61B,San Jose City College,CIS 055
COMPSCI 61B,Santa Ana College,CMPR 112 + CMPR 131
COMPSCI 61B,Santa Barbara City College,CS 106
COMPSCI 61B,Santa Monica College,CS 20A + CS 20B
COMPSCI 61B,Santa Rosa Junior College,CS 10C
COMPSCI 61B,Santiago Canyon College,CMPR 121 + CMPR 131
COMPSCI 61B,Sierra College,CSCI 14
COMPSCI 61B,Skyline College,CIS 286
COMPSCI 61B,Southwestern College,MATH 130 + MATH 140
COMPSCI 61B,West Valley College,CIST 004B
COMPSCI 61C,Cabrillo College,CS 24
COMPSCI 61C,College of San Mateo,CIS 264
COMPSCI 61C,Contra Costa College,COMP 265
COMPSCI 61C,Diablo Valley College,COMSC 260
COMPSCI 61C,Glendale Community College,CS/IS 165 + CS/IS 166
COMPSCI 61C,Las Positas College,CS 21
COMPSCI 61C,Los Angeles City College,CS 130
COMPSCI 61C,Los Angeles Harbor College,CS 130
COMPSCI 61C,Los Angeles Pierce College,CS 130 + CS 130 + CS 230
COMPSCI 61C,Orange Coast College,CS A216
COMPSCI 61C,Palomar College,CSCI 212
COMPSCI 61C,Santa Monica College,CS 17 + CS 42
COMPSCI C8,City College of San Francisco,MATH 108
COMPSCI C8,College of San Mateo,CIS 124
COMPSCI C8,Diablo Valley College,COMSC 156
COMPSCI C8,El Camino College,CSCI 8
COMPSCI C8,Evergreen Valley College,COMSC 028
COMPSCI C8,Foothill College,C S 8A
COMPSCI C8,Fresno City College,DS 10
COMPSCI C8,Laney College,CIS 118
COMPSCI C8,Moreno Valley College,MAT 70A
COMPSCI C8,Norco College,MAT 70A
COMPSCI C8,Palomar College,CSIT 128
COMPSCI C8,Pasadena City College,CS 031
COMPSCI C8,Riverside City College,MAT 70A
COMPSCI C8,San Jose City College,CIS 107
COMPSCI C8,Santa Barbara City College,MATH 118
COMPSCI C8,Skyline College,MATH 211
COMPSCI C8,West Valley College,MATH 080
DATA C8,Berkeley City College,MATH 118
DATA C8,City College of San Francisco,MATH 108
DATA C8,College of San Mateo,CIS 124
DATA C8,Diablo Valley College,COMSC 156
DATA C8,El Camino College,CSCI 8
DATA C8,Evergreen Valley College,COMSC 028
DATA C8,Foothill College,C S 8A
DATA C8,Fresno City College,DS 10
DATA C8,Laney College,MATH 118
DATA C8,Moreno Valley College,MAT 70A
DATA C8,Norco College,MAT 70A
DATA C8,Palomar College,CSIT 128
DATA C8,Pasadena City College,CS 031
DATA C8,Riverside City College,MAT 70A
DATA C8,Saddleback College,CIM 8
DATA C8,San Jose City College,CIS 107
DATA C8,Santa Barbara City College,MATH 118
DATA C8,Skyline College,MATH 211
DATA C8,Solano Community College,ENGR 008
DATA C8,West Valley College,MATH 080
ECON 1,Allan Hancock College,ECON 101 + ECON 102
ECON 1,American River College,ECON 302 + ECON 304
ECON 1,Antelope Valley College,ECON 101 + ECON 102
ECON 1,Bakersfield College,ECON B1 + ECON B2
ECON 1,Barstow Community College,ECON 1 + ECON 2
ECON 1,Berkeley City College,ECON 1 + ECON 2
ECON 1,Butte College,ECON 2 + ECON 4
ECON 1,Cabrillo College,ECON 1A + ECON 1B
ECON 1,Canada College,ECON 100 + ECON 102
ECON 1,Cerritos College,ECON 201M + ECON 202M
ECON 1,Cerro Coso Community College,ECON C102 + ECON C103
ECON 1,Chabot College,ECN 1 + ECN 2
ECON 1,Chaffey College,ECON 2 + ECON 4
ECON 1,Citrus College,ECON 101 + ECON 102
ECON 1,City College of San Francisco,ECON 1 + ECON 3
ECON 1,Clovis Community College,ECON 1A + ECON 1B
ECON 1,Coalinga College,ECON 001A + ECON 001B
ECON 1,Coastline Community College,ECON C175 + ECON C170
ECON 1,College of Alameda,ECON 1 + ECON 2
ECON 1,College of Marin,ECON 101 + ECON 102
ECON 1,College of San Mateo,ECON 100 + ECON 102
ECON 1,College of the Canyons,ECON 201 + ECON 202
ECON 1,College of the Desert,ECON 1 + ECON 2
ECON 1,College of the Redwoods,ECON 1 + ECON 10
ECON 1,College of the Sequoias,ECON 040 + ECON 050
ECON 1,College of the Siskiyous,ECON 1010 + ECON 1020
ECON 1,Columbia College,ECON 10 + ECON 11
ECON 1,Compton College,ECON 101 + ECON 102 + ECON 101H + ECON 102
ECON 1,Contra Costa College,ECON 220 + ECON 221
ECON 1,Copper Mountain College,ECON 001 + ECON 002
ECON 1,Cosumnes River College,ECON 302 + ECON 304
ECON 1,Crafton Hills College,ECON 200 + ECON 201 + ECON 200H + ECON 201H
ECON 1,Cuesta College,ECON 201A + ECON 201B
ECON 1,Cuyamaca College,ECON 120 + ECON 121
ECON 1,Cypress College,ECON 100 C + ECON 105 C + ECON 100HC + ECON 105HC
ECON 1,De Anza College,ECON 1 + ECON 2 + ECON 1H + ECON 2H
ECON 1,Diablo Valley College,ECON 220 + ECON 221 + ECON 200
ECON 1,East Los Angeles College,ECON 001 + ECON 002
ECON 1,El Camino College,ECON 101 + ECON 102
ECON 1,Evergreen Valley College,ECON 010A + ECON 010B
ECON 1,Feather River College,BUS 106 + BUS 108
ECON 1,Folsom Lake College,ECON 302 + ECON 304
ECON 1,Foothill College,ECON 1A + ECON 1B
ECON 1,Fresno City College,ECON 50 + ECON 40 + ECON 50H + ECON 40H
ECON 1,Fullerton College,ECON 101 F + ECON 102 F + ECON 101HF + ECON 102HF
ECON 1,Gavilan College,ECON 1 + ECON 2
ECON 1,Glendale Community College,ECON 101 + ECON 102 + ECON 101 + ECON 102H
ECON 1,Golden West College,ECON G170 + ECON G175
ECON 1,Grossmont College,ECON 120 + ECON 121
ECON 1,Hartnell College,ECO 1 + ECO 5
ECON 1,Imperial Valley College,ECON 101 + ECON 102
ECON 1,Irvine Valley College,ECON 1 + ECON 2 + ECON 1H + ECON 2H
ECON 1,Lake Tahoe Community College,ECO 101 + ECO 102
ECON 1,Laney College,ECON 1 + ECON 2
ECON 1,Las Positas College,ECON 1 + ECON 2
ECON 1,Lassen Community College,ECON 10 + ECON 11
ECON 1,Lemoore College,ECON 001A + ECON 001B
ECON 1,Long Beach City College,ECON 1 + ECON 2 + ECON 1H + ECON 2H
ECON 1,Los Angeles City College,ECON 001 + ECON 002
ECON 1,Los Angeles Harbor College,ECON 001 + ECON 002
ECON 1,Los Angeles Mission College,ECON 001 + ECON 002
ECON 1,Los Angeles Pierce College,ECON 001 + ECON 002
ECON 1,Los Angeles Southwest College,ECON 001 + ECON 002
ECON 1,Los Angeles Trade Technical College,ECON 001 + ECON 002
ECON 1,Los Angeles Valley College,ECON 001 + ECON 002
ECON 1,Los Medanos College,ECON 010 + ECON 011
ECON 1,Madera Community College,ECON 1A + ECON 1B
ECON 1,Mendocino College,ECO 200 + ECO 201
ECON 1,Merced College,ECON -02 + ECON -01
ECON 1,Merritt College,ECON 1 + ECON 2
ECON 1,MiraCosta College,ECON 101 + ECON 102
ECON 1,Mission College,ECN 001A + ECN 001B
ECON 1,Modesto Junior College,ECON 101 + ECON 102
ECON 1,Monterey Peninsula College,ECON 2 + ECON 4
ECON 1,Moorpark College,ECON M201 + ECON M202 + ECON M201 + ECON M202H
ECON 1,Moreno Valley College,ECO 7 + ECO 8
ECON 1,Mount San Antonio College,BUSC 1A + BUSC 1B + BUSC 1AH + BUSC 1BH
ECON 1,Mt. San Jacinto College,ECON- 201 + ECON- 202 + ECON- 201H + ECON- 202H
ECON 1,Napa Valley College,ECON 100 + ECON 101
ECON 1,Norco College,ECO 7 + ECO 8
ECON 1,Ohlone College,BA 102A + BA 102B
ECON 1,Orange Coast College,ECON A170 + ECON A175 + ECON A170H + ECON A175H
ECON 1,Oxnard College,ECON R202 + ECON R201 + ECON R202H + ECON R201H
ECON 1,Palo Verde College,ECO 105 + ECO 106
ECON 1,Palomar College,ECON 101 + ECON 102
ECON 1,Pasadena City College,ECON 001A + ECON 001B + ECON 001AH + ECON 001BH
ECON 1,Porterville College,ECON P101 + ECON P102
ECON 1,Reedley College,ECON 1A + ECON 1B
ECON 1,Rio Hondo College,ECON 101 + ECON 102 + ECON 101H + ECON 102H
ECON 1,Riverside City College,ECO 7 + ECO 8
ECON 1,Sacramento City College,ECON 302 + ECON 304
ECON 1,Saddleback College,ECON 2 + ECON 4 + ECON 2H + ECON 4H
ECON 1,San Bernardino Valley College,ECON 200 + ECON 201 + ECON 200H + ECON 201H
ECON 1,San Diego City College,ECON 120 + ECON 121
ECON 1,San Diego Mesa College,ECON 120 + ECON 121
ECON 1,San Diego Miramar College,ECON 120 + ECON 121
ECON 1,San Joaquin Delta College,ECON 5 + ECON 3
ECON 1,San Jose City College,ECON 010A + ECON 010B
ECON 1,Santa Ana College,ECON 120 + ECON 121
ECON 1,Santa Barbara City College,ECON 101 + ECON 102
ECON 1,Santa Monica College,ECON 1 + ECON 2
ECON 1,Santa Rosa Junior College,ECON 1 + ECON 2
ECON 1,Santiago Canyon College,ECON 102 + ECON 101
ECON 1,Shasta College,ECON 1A + ECON 1B
ECON 1,Sierra College,ECON 1A + ECON 1B
ECON 1,Skyline College,ECON 100 + ECON 102
ECON 1,Solano Community College,ECON 001 + ECON 002
ECON 1,Southwestern College,ECON 101 + ECON 102
ECON 1,Taft College,ECON 2210 + ECON 2120
ECON 1,Ventura College,ECON V01A + ECON V01B
ECON 1,Victor Valley College,ECON 101 + ECON 102
ECON 1,West Los Angeles College,ECON 001 + ECON 002
ECON 1,West Valley College,ECON 001A + ECON 001B + ECON 001AH + ECON 001BH
ECON 1,Woodland Community College,ECON 1A + ECON 1B
ECON 1,Yuba College,ECON 1A + ECON 1B
ECON 2,American River College,ECON 302 + ECON 304
ECON 2,Cerritos College,ECON 201M + ECON 202M
ECON 2,Diablo Valley College,ECON 220 + ECON 221 + ECON 200
ECON 2,Fresno City College,ECON 50 + ECON 40 + ECON 50H + ECON 40H
ECON 2,Los Medanos College,ECON 010 + ECON 011
ECON C3,Cerro Coso Community College,ECON C103
ECON C3,City College of San Francisco,ECON 3 + POLS 22
ECON C3,Cosumnes River College,ECON 306
ECON C3,De Anza College,ECON 1 + ECON 2
ECON C3,East Los Angeles College,ECON 060
ECON C3,Irvine Valley College,ENV 6
ECON C3,Laney College,ECON 2
ECON C3,West Valley College,ECON 001B
EECS 16A,Allan Hancock College,ENGR 170 + ENGR 171 + MATH 184
EECS 16A,Chabot College,ENGR 16
EECS 16A,Contra Costa College,ENGIN 230 + MATH 200
EECS 16A,De Anza College,ENGR 37 + MATH 2A + MATH 2B + ENGR 37 + MATH 2AH + MATH 2BH
EECS 16A,Los Angeles Harbor College,ENG GEN 220 + MATH 270
EECS 16A,Orange Coast College,MATH A285 + ENGR A285 + MATH A285H + ENGR A285
EECS 16A,Palomar College,MATH 200 + MATH 206 + ENGR 210 + ENGR 210L
EECS 16A,Pasadena City College,ENGR 016 + ENGR 016L + MATH 010 + ENGR 016 + ENGR 016L + MATH 010H
